"행정구역","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_남_10~19세","2023년06월_남_20~29세","2023년06월_남_30~39세","2023년06월_남_40~49세","2023년06월_남_50~59세","2023년06월_남_60~69세","2023년06월_남_70~79세","2023년06월_남_80~89세","2023년06월_남_90~99세","2023년06월_남_100세 이상","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세","2023년06월_여_10~19세","2023년06월_여_20~29세","2023년06월_여_30~39세","2023년06월_여_40~49세","2023년06월_여_50~59세","2023년06월_여_60~69세","2023년06월_여_70~79세","2023년06월_여_80~89세","2023년06월_여_90~99세","2023년06월_여_100세 이상"
"대전광역시 중구 태평2동(3014069000)","11,764","11,764","765","1,422","1,443","974","1,714","2,167","1,691","1,060","489","39","0","12,896","12,896","744","1,366","1,275","1,010","2,055","2,341","1,984","1,322","684","109","6"
"대전광역시 중구 유천1동(3014070000)","3,083","3,083","131","151","390","429","475","548","556","285","106","11","1","2,911","2,911","118","134","334","355","349","472","604","321","191","32","1"
"대전광역시 중구 유천2동(3014071000)","6,603","6,603","341","485","883","730","943","1,049","1,128","699","314","30","1","6,713","6,713","350","442","780","677","840","1,082","1,234","785","455","67","1"
"대전광역시 중구 문화1동(3014072000)","10,070","10,070","767","1,338","1,325","923","1,581","1,749","1,252","733","370","31","1","10,735","10,735","676","1,244","1,299","1,028","1,813","1,766","1,376","932","512","87","2"
"대전광역시 중구 문화2동(3014073000)","5,732","5,732","232","498","693","649","777","1,070","997","510","277","29","0","6,153","6,153","233","391","601","516","765","1,096","1,226","724","505","92","4"
"대전광역시 중구 산성동(3014074000)","13,363","13,363","563","1,094","1,600","1,237","1,895","2,520","2,566","1,378","472","36","2","12,970","12,970","574","1,005","1,234","1,050","1,680","2,432","2,662","1,459","764","106","4"
"대전광역시 서구 (3017000000)","229,628","229,628","16,805","24,102","35,257","32,669","35,881","37,042","29,322","13,040","5,051","447","12","238,238","238,238","15,830","22,794","34,363","30,820","37,897","39,453","32,160","15,168","8,225","1,486","42"
"대전광역시 서구 복수동(3017051000)","10,784","10,784","863","1,444","1,402","1,156","1,855","1,859","1,284","652","251","15","3","11,040","11,040","858","1,426","1,284","1,118","2,072","1,796","1,407","694","325","57","3"
"대전광역시 서구 도마1동(3017052000)","9,534","9,534","619","654","1,597","1,411","1,264","1,426","1,435","789","309","30","0","9,333","9,333","614","584","1,300","1,191","1,093","1,468","1,634","903","473","73","0"
"대전광역시 서구 도마2동(3017053000)","8,374","8,374","400","639","1,233","945","1,139","1,367","1,468","834","333","15","1","8,341","8,341","324","624","1,011","782","989","1,437","1,657","965","460","86","6"
"대전광역시 서구 정림동(3017053500)","7,528","7,528","455","708","909","796","1,015","1,291","1,444","630","252","28","0","7,952","7,952","370","631","781","737","1,029","1,496","1,645","759","423","81","0"
"대전광역시 서구 변동(3017054000)","7,754","7,754","405","575","990","1,003","1,078","1,349","1,341","709","277","27","0","7,532","7,532","356","522","839","807","994","1,292","1,455","797","398","72","0"
"대전광역시 서구 용문동(3017055000)","5,697","5,697","228","290","1,072","1,092","861","792","754","409","184","15","0","6,290","6,290","259","257","1,281","998","787","871","906","573","311","46","1"
"대전광역시 서구 탄방동(3017055500)","12,867","12,867","763","1,146","2,378","2,358","2,008","2,000","1,448","548","201","17","0","13,905","13,905","663","1,043","2,892","2,243","2,216","2,178","1,570","666","362","70","2"
"대전광역시 서구 괴정동(3017056000)","9,192","9,192","469","613","1,980","1,996","1,381","1,180","920","468","172","13","0","9,672","9,672","461","597","2,518","1,631","1,267","1,289","1,066","551","246","44","2"
"대전광역시 서구 가장동(3017057000)","5,298","5,298","342","483","673","680","830","865","748","466","197","14","0","5,723","5,723","297","498","748","590","817","991","917","553","261","50","1"
"대전광역시 서구 내동(3017057500)","11,053","11,053","747","1,184","1,521","1,248","1,768","1,838","1,558","830","335","24","0","11,925","11,925","715","1,279","1,416","1,201","1,873","2,064","1,840","976","482","78","1"
"대전광역시 서구 갈마1동(3017058100)","10,800","10,800","491","764","2,162","1,978","1,500","1,583","1,482","602","219","17","2","10,565","10,565","466","689","2,119","1,441","1,459","1,642","1,688","667","332","62","0"
"대전광역시 서구 갈마2동(3017058200)","12,197","12,197","570","903","2,599","2,363","1,790","1,900","1,421","462","175","14","0","11,993","11,993","545","909","2,613","1,881","1,652","2,030","1,493","549","278","42","1"
"대전광역시 서구 월평1동(3017058600)","6,064","6,064","175","273","1,583","1,166","828","925","725","284","99","6","0","5,197","5,197","148","244","1,382","802","558","848","707","298","181","28","1"
"대전광역시 서구 월평2동(3017058700)","6,528","6,528","320","582","850","703","756","1,164","1,302","576","246","28","1","7,303","7,303","325","564","712","694","903","1,358","1,387","705","542","108","5"
"대전광역시 서구 월평3동(3017058800)","10,039","10,039","818","1,314","1,284","1,197","1,431","1,658","1,618","527","175","17","0","10,520","10,520","706","1,177","997","1,276","1,695","2,021","1,704","566","313","64","1"
"대전광역시 서구 가수원동(3017059000)","5,168","5,168","286","456","674","554","715","916","917","444","186","19","1","5,408","5,408","250","449","533","540","678","984","1,079","527","314","52","2"
"대전광역시 서구 도안동(3017059300)","17,848","17,848","2,673","2,464","1,957","2,796","3,758","2,314","1,346","421","107","11","1","18,490","18,490","2,587","2,338","2,099","3,224","3,865","2,327","1,406","419","178","47","0"
"대전광역시 서구 관저1동(3017059600)","7,092","7,092","515","772","1,237","938","974","1,189","920","361","169","16","1","7,908","7,908","489","708","1,361","1,001","1,156","1,431","963","458","294","45","2"
"대전광역시 서구 관저2동(3017059700)","23,739","23,739","2,572","3,040","3,251","3,357","4,375","3,924","2,071","829","293","26","1","25,013","25,013","2,516","2,898","3,167","3,549","4,758","4,106","2,329","1,040","557","91","2"
"대전광역시 서구 기성동(3017060000)","1,809","1,809","54","84","130","111","219","335","445","267","149","15","0","1,676","1,676","27","72","87","103","149","255","347","276","279","75","6"
"대전광역시 서구 둔산1동(3017063000)","8,099","8,099","708","1,727","794","492","1,642","1,437","713","397","167","21","1","8,396","8,396","653","1,597","676","660","2,108","1,255","705","454","250","37","1"
"대전광역시 서구 둔산2동(3017064000)","16,709","16,709","1,446","1,943","2,403","2,518","2,552","2,947","1,988","663","229","20","0","18,001","18,001","1,342","1,833","2,529","2,656","3,074","3,369","2,047","698","385","67","1"
"대전광역시 서구 만년동(3017065000)","6,255","6,255","390","597","1,299","1,069","818","1,031","740","219","84","8","0","6,110","6,110","395","569","902","909","971","1,175","737","277","146","29","0"
"대전광역시 서구 둔산3동(3017066000)","9,200","9,200","496","1,447","1,279","742","1,324","1,752","1,234","653","242","31","0","9,945","9,945","464","1,286","1,116","786","1,734","1,770","1,471","797","435","82","4"
"대전광역시 유성구 (3020000000)","183,523","183,523","16,678","19,935","28,701","29,796","29,956","28,256","19,963","7,337","2,590","309","2","179,142","179,142","15,805","18,381","24,411","26,750","30,756","28,675","20,554","8,034","4,744","997","35"
"대전광역시 유성구 진잠동(3020052000)","12,425","12,425","831","1,231","1,676","1,486","1,950","2,376","1,813","729","306","27","0","11,962","11,962","775","1,066","1,353","1,235","1,865","2,290","1,843","867","550","113","5"
"대전광역시 유성구 학하동(3020052600)","9,873","9,873","1,000","744","1,735","1,687","1,511","1,329","1,330","415","108","14","0","9,290","9,290","963","691","1,276","1,581","1,403","1,491","1,328","329","178","48","2"
"대전광역시 유성구 상대동(3020052700)","12,402","12,402","1,505","1,836","1,286","1,482","2,330","2,000","1,401","421","128","13","0","13,039","13,039","1,472","1,732","1,152","1,768","2,665","2,072","1,421","457","232","65","3"
"대전광역시 유성구 온천1동(3020053000)","13,708","13,708","417","457","3,199","3,124","1,751","2,015","1,715","729","266","34","1","12,673","12,673","378","436","3,270","2,309","1,380","1,875","1,635","834","474","79","3"
"대전광역시 유성구 온천2동(3020054000)","21,209","21,209","1,515","1,626","5,522","3,320","2,745","2,737","2,433","969","298","44","0","19,246","19,246","1,507","1,495","3,945","2,642","2,616","2,902","2,550","962","518","107","2"
"대전광역시 유성구 노은1동(3020054600)","10,485","10,485","940","1,474","1,328","1,509","1,878","1,730","994","430","182","19","1","10,668","10,668","835","1,393","1,297","1,452","2,076","1,699","1,047","533","280","54","2"
"대전광역시 유성구 노은2동(3020054700)","11,620","11,620","958","1,639","1,548","1,377","2,016","2,007","1,284","518","247","26","0","12,025","12,025","909","1,517","1,394","1,356","2,281","2,106","1,335","629","423","71","4"
"대전광역시 유성구 노은3동(3020054800)","17,967","17,967","2,151","2,383","1,836","2,473","3,568","2,680","1,838","767","251","20","0","18,715","18,715","2,072","2,248","1,667","2,754","3,766","2,901","2,028","816","374","85","4"
"대전광역시 유성구 신성동(3020055000)","13,576","13,576","1,371","1,443","2,227","2,936","2,009","1,832","1,165","414","160","19","0","12,254","12,254","1,197","1,260","1,888","2,300","2,001","1,743","1,126","405","265","69","0"
"대전광역시 유성구 전민동(3020057000)","13,516","13,516","1,157","1,515","2,214","2,478","1,933","2,050","1,556","424","152","37","0","12,748","12,748","1,075","1,449","1,717","1,898","2,075","2,202","1,465","420","354","92","1"
"대전광역시 유성구 구즉동(3020058000)","16,928","16,928","1,526","1,634","2,480","3,310","2,679","2,795","1,685","560","233","26","0","16,073","16,073","1,482","1,476","2,040","2,759","2,607","2,667","1,669","748","536","85","4"
"대전광역시 유성구 관평동(3020060000)","17,030","17,030","1,925","2,563","2,208","2,410","3,194","2,860","1,356","396","105","13","0","16,270","16,270","1,891","2,321","1,900","2,313","3,392","2,511","1,270","380","231","58","3"
"대전광역시 유성구 원신흥동(3020061000)","12,784","12,784","1,382","1,390","1,442","2,204","2,392","1,845","1,393","565","154","17","0","14,179","14,179","1,249","1,297","1,512","2,383","2,629","2,216","1,837","654","329","71","2"
"대전광역시 대덕구 (3023000000)","86,910","86,910","4,825","7,671","12,118","10,846","12,507","16,586","13,888","5,941","2,333","195","0","83,959","83,959","4,590","7,028","9,901","8,591","11,693","16,178","14,211","6,888","4,183","665","31"
"대전광역시 대덕구 오정동(3023051000)","7,367","7,367","254","502","1,167","808","953","1,364","1,385","680","238","16","0","6,639","6,639","233","464","1,010","570","735","1,132","1,333","733","355","67","7"
"대전광역시 대덕구 대화동(3023052000)","3,441","3,441","110","243","378","394","518","691","661","335","104","7","0","3,112","3,112","89","190","297","319","410","561","629","378","204","35","0"
"대전광역시 대덕구 회덕동(3023052500)","5,924","5,924","252","449","653","652","770","1,134","1,181","564","239","30","0","5,652","5,652","244","388","539","477","677","1,029","1,193","607","440","56","2"
"대전광역시 대덕구 비래동(3023053300)","7,718","7,718","382","731","1,053","811","1,083","1,519","1,292","590","235","22","0","7,805","7,805","347","670","879","642","1,072","1,563","1,489","696","378","69","0"
"대전광역시 대덕구 송촌동(3023054300)","13,055","13,055","803","1,724","1,986","1,309","1,932","2,798","1,693","513","279","18","0","13,318","13,318","820","1,613","1,709","1,179","2,304","2,913","1,593","662","450","73","2"
"대전광역시 대덕구 중리동(3023054600)","9,827","9,827","375","726","1,540","1,241","1,458","1,921","1,598","693","258","17","0","9,030","9,030","353","644","1,249","871","1,212","1,737","1,715","768","420","59","2"
"대전광역시 대덕구 신탄진동(3023055000)","7,539","7,539","438","552","974","1,169","1,037","1,409","1,174","544","228","14","0","7,039","7,039","445","475","771","873","914","1,302","1,214","596","388","57","4"
"대전광역시 대덕구 석봉동(3023056000)","8,279","8,279","916","815","971","1,327","1,482","1,269","1,003","348","133","15","0","7,917","7,917","858","760","781","1,281","1,271","1,314","990","364","254","43","1"
"대전광역시 대덕구 덕암동(3023057000)","7,080","7,080","317","506","1,120","1,009","983","1,407","1,029","467","224","18","0","6,107","6,107","280","471","801","648","819","1,157","982","537","353","58","1"
"대전광역시 대덕구 목상동(3023058000)","3,375","3,375","171","254","517","596","588","625","415","159","48","2","0","2,838","2,838","162","273","400","338","450","503","411","174","108","16","3"
"대전광역시 대덕구 법1동(3023060000)","5,880","5,880","394","479","734","798","798","1,047","1,021","450","145","14","0","6,681","6,681","399","474","665","753","781","1,325","1,155","676","382","68","3"
"대전광역시 대덕구 법2동(3023061000)","7,425","7,425","413","690","1,025","732","905","1,402","1,436","598","202","22","0","7,821","7,821","360","606","800","640","1,048","1,642","1,507","697","451","64","6"
